GeoServer,ID GeoServer,GeoServer,ID GeoServer
SMEAG -  Points d'atterissement: priorités et plan d'action,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f9c,SMEAG -  Points d'atterissement: priorités et plan d'action,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f9c
SMEAG -  Zones de protection des berges (végétale, enrochement…),FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7fa6,SMEAG -  Zones de protection des berges (végétale, enrochement…),FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7fa6
SMEGREG - Zone à risque de dénoyage de l’Oligocène fort et moyen,FeatureTypeInfoImpl--7cc2c4a8:14cb3762e9a:5148,SMEGREG - Zone à risque de dénoyage de l’Oligocène fort et moyen,FeatureTypeInfoImpl--7cc2c4a8:14cb3762e9a:5148
SRCE_2014_EF_IT  - Projet LGV GPSO - Priorité 2014-2030,FeatureTypeInfoImpl--1349261:1431092c4c4:6d3c,SRCE_2014_EF_IT  - Projet LGV GPSO - Priorité 2014-2030,FeatureTypeInfoImpl--1349261:1431092c4c4:6d3c
SRCE - EF Obstacles sur les cours d'eau de la Trame bleue,FeatureTypeInfoImpl--1349261:1431092c4c4:6d3f,SRCE - EF Obstacles sur les cours d'eau de la Trame bleue,FeatureTypeInfoImpl--1349261:1431092c4c4:6d3f
SRCE - RB MOSO Landes à caractère temporaire (Klaus),FeatureTypeInfoImpl-65def64e:153a415ce51:3cf2,SRCE - RB MOSO Landes à caractère temporaire (Klaus),FeatureTypeInfoImpl-65def64e:153a415ce51:3cf2
SRCE - RB MOSO Plaines agricoles à enjeu de biodiversité,FeatureTypeInfoImpl--1349261:14310b86ff0:-f12,SRCE - RB MOSO Plaines agricoles à enjeu de biodiversité,FeatureTypeInfoImpl--1349261:14310b86ff0:-f12
SRCE - Cours d'eau trame bleue - Septembre 2012,FeatureTypeInfoImpl--79c0e61c:13af981713e:-7d20,SRCE - Cours d'eau trame bleue - Septembre 2012,FeatureTypeInfoImpl--79c0e61c:13af981713e:-7d20
SRCE - Proposition ajout cours d'eau TB - Mai 2013,FeatureTypeInfoImpl-5c3c0fbe:13ee3b701c3:-5a21,SRCE - Proposition ajout cours d'eau TB - Mai 2013,FeatureTypeInfoImpl-5c3c0fbe:13ee3b701c3:-5a21
SRCE  - RB ouverts semi-ouverts - Avril 2013,FeatureTypeInfoImpl-79dddd8c:13ae31c6665:-23a9,SRCE  - RB ouverts semi-ouverts - Avril 2013,FeatureTypeInfoImpl-79dddd8c:13ae31c6665:-23a9
SRCE  - RB obligatoires hors cours d'eau,FeatureTypeInfoImpl--4a30557a:13af28f792b:992,SRCE  - RB obligatoires hors cours d'eau,FeatureTypeInfoImpl--4a30557a:13af28f792b:992
Emissions du CO2 en 2010 (source : ORECCA/ATMO POITOU-CHARENTES/LIMAIR),FeatureTypeInfoImpl--32412c87:14eb58b5b50:174b,Emissions du CO2 en 2010 (source : ORECCA/ATMO POITOU-CHARENTES/LIMAIR),FeatureTypeInfoImpl--32412c87:14eb58b5b50:174b
ARS - Etablissements d'hébergement pour personnes agées,FeatureTypeInfoImpl-59b62a1c:15046737959:-5309,ARS - Etablissements d'hébergement pour personnes agées,FeatureTypeInfoImpl-59b62a1c:15046737959:-5309
Cadaujac - Niveau acoustique d’évaluation nocturne LN,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f2c,Cadaujac - Niveau acoustique d’évaluation nocturne LN,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f2c
CDC Estuaire - Habitats naturels de la ZSC (Zones Spéciales de Conservation),FeatureTypeInfoImpl--60d2bb13:13cb4eacc01:-f88,CDC Estuaire - Habitats naturels de la ZSC (Zones Spéciales de Conservation),FeatureTypeInfoImpl--60d2bb13:13cb4eacc01:-f88
IGN BD TOPO -  Lieux-dits non habité,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e6e,IGN BD TOPO -  Lieux-dits non habité,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e6e
CDC Sarlat Périgord Noir - AEP Captage,FeatureTypeInfoImpl-21464d69:14ebf0d1d27:652,CDC Sarlat Périgord Noir - AEP Captage,FeatureTypeInfoImpl-21464d69:14ebf0d1d27:652
CDC Sarlat Périgord Noir - AEP Conduite,FeatureTypeInfoImpl-21464d69:14ebf34b699:313b,CDC Sarlat Périgord Noir - AEP Conduite,FeatureTypeInfoImpl-21464d69:14ebf34b699:313b
CDC Sarlat Périgord Noir - AEP PI,FeatureTypeInfoImpl-21464d69:14ebf34b699:339b,CDC Sarlat Périgord Noir - AEP PI,FeatureTypeInfoImpl-21464d69:14ebf34b699:339b
CDC Sarlat Périgord Noir - AEP Purge,FeatureTypeInfoImpl-21464d69:14ebf34b699:340e,CDC Sarlat Périgord Noir - AEP Purge,FeatureTypeInfoImpl-21464d69:14ebf34b699:340e
CDC Sarlat Périgord Noir - AEP Vanne,FeatureTypeInfoImpl-21464d69:14ebf34b699:343f,CDC Sarlat Périgord Noir - AEP Vanne,FeatureTypeInfoImpl-21464d69:14ebf34b699:343f
CDC Sarlat Périgord Noir - Assainissement Conduite,FeatureTypeInfoImpl-21464d69:14ebf34b699:3598,CDC Sarlat Périgord Noir - Assainissement Conduite,FeatureTypeInfoImpl-21464d69:14ebf34b699:3598
CDC Sarlat Périgord Noir - Assainissement Tabouret,FeatureTypeInfoImpl-21464d69:14ebf34b699:3731,CDC Sarlat Périgord Noir - Assainissement Tabouret,FeatureTypeInfoImpl-21464d69:14ebf34b699:3731
CDC Sarlat Périgord Noir - Assainissement Tampon,FeatureTypeInfoImpl-21464d69:14ebf34b699:3799,CDC Sarlat Périgord Noir - Assainissement Tampon,FeatureTypeInfoImpl-21464d69:14ebf34b699:3799
CDC Val d'Albret - Zonage PLU de St Pierre de Buzet,FeatureTypeInfoImpl--3ce68516:141a7a870c9:-23f9,CDC Val d'Albret - Zonage PLU de St Pierre de Buzet,FeatureTypeInfoImpl--3ce68516:141a7a870c9:-23f9
SMBV des Lacs du Born- Bassin versant du lac de Cazaux-Sanguinet,FeatureTypeInfoImpl--658a4c7:14bff0939fa:1526,SMBV des Lacs du Born- Bassin versant du lac de Cazaux-Sanguinet,FeatureTypeInfoImpl--658a4c7:14bff0939fa:1526
SMBV des Lacs du Born - Zones humides prioritaires,FeatureTypeInfoImpl--3cb9736d:15607db193b:-378b,SMBV des Lacs du Born - Zones humides prioritaires,FeatureTypeInfoImpl--3cb9736d:15607db193b:-378b
SMBV des Lacs du Born - Zones humides effectives,FeatureTypeInfoImpl-6b25b570:152f4e8a74b:-388a,SMBV des Lacs du Born - Zones humides effectives,FeatureTypeInfoImpl-6b25b570:152f4e8a74b:-388a
CG 64 - Plan Départemental des Itinéraires de Promenade et de Randonnées,FeatureTypeInfoImpl-1efb5ae3:137edde9d3f:-6e91,CG 64 - Plan Départemental des Itinéraires de Promenade et de Randonnées,FeatureTypeInfoImpl-1efb5ae3:137edde9d3f:-6e91
CG 64 - Point de départ des Plans Locaux de Randonnées,FeatureTypeInfoImpl-1efb5ae3:137edde9d3f:-6e8f,CG 64 - Point de départ des Plans Locaux de Randonnées,FeatureTypeInfoImpl-1efb5ae3:137edde9d3f:-6e8f
CR Aqutaine - THD Offre 10 méga,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-77eb,CR Aqutaine - THD Offre 10 méga,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-77eb
CR Aqutaine - THD Offre 2 méga,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-77e9,CR Aqutaine - THD Offre 2 méga,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-77e9
SIRTAQUI - Piste cyclable VVV de France (Salies-De-Bearn-Escos),FeatureTypeInfoImpl--352f6934:14a0b80552c:4258,SIRTAQUI - Piste cyclable VVV de France (Salies-De-Bearn-Escos),FeatureTypeInfoImpl--352f6934:14a0b80552c:4258
IGN BD TOPO - PAI administratif et militaire,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e8e,IGN BD TOPO - PAI administratif et militaire,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e8e
IGN BD TOPO - PAI culture loisirs,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e7a,IGN BD TOPO - PAI culture loisirs,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e7a
IGN BD TOPO - PAI espace naturel,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e82,IGN BD TOPO - PAI espace naturel,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e82
PCI vecteur 64 - Batiment (DDFIP 64),FeatureTypeInfoImpl-72e17f:14eb09bea46:-7e92,PCI vecteur 64 - Batiment (DDFIP 64),FeatureTypeInfoImpl-72e17f:14eb09bea46:-7e92
PCI vecteur 64 - Commune (DDFIP 64),FeatureTypeInfoImpl-72e17f:14eb09bea46:-7dea,PCI vecteur 64 - Commune (DDFIP 64),FeatureTypeInfoImpl-72e17f:14eb09bea46:-7dea
PCI vecteur 64 - Parcelle (DDFIP 64),FeatureTypeInfoImpl-72e17f:14eb09bea46:-7df4,PCI vecteur 64 - Parcelle (DDFIP 64),FeatureTypeInfoImpl-72e17f:14eb09bea46:-7df4
PCI vecteur 64 - Section (DDFIP 64),FeatureTypeInfoImpl-72e17f:14eb09bea46:-7dd8,PCI vecteur 64 - Section (DDFIP 64),FeatureTypeInfoImpl-72e17f:14eb09bea46:-7dd8
DDT 24 - Propriétés couvertes par un Plan Simple de Gestion,FeatureTypeInfoImpl-7a7bae0a:141b772d55a:182e,DDT 24 - Propriétés couvertes par un Plan Simple de Gestion,FeatureTypeInfoImpl-7a7bae0a:141b772d55a:182e
DDT 47 - Atlas zones inondables (hors PPRI),FeatureTypeInfoImpl-1bfa188e:149eb73da18:-23c7,DDT 47 - Atlas zones inondables (hors PPRI),FeatureTypeInfoImpl-1bfa188e:149eb73da18:-23c7
IGN BD TOPO - PAI gestion eaux,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e86,IGN BD TOPO - PAI gestion eaux,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e86
DDTM40 - Emprise d'un plan d'eau douce,FeatureTypeInfoImpl-2fa548b8:13291b4bfc7:-7835,DDTM40 - Emprise d'un plan d'eau douce,FeatureTypeInfoImpl-2fa548b8:13291b4bfc7:-7835
DDTM40 - Point de prélèvement d'eau pour l'irrigation,FeatureTypeInfoImpl--3ace510b:13b99b4389f:-7ffd,DDTM40 - Point de prélèvement d'eau pour l'irrigation,FeatureTypeInfoImpl--3ace510b:13b99b4389f:-7ffd
PIGMA - Part des actifs 15-24 ans / actifs 15-64 ans en 2009,FeatureTypeInfoImpl-43d64256:13adb8ea577:-58f4,PIGMA - Part des actifs 15-24 ans / actifs 15-64 ans en 2009,FeatureTypeInfoImpl-43d64256:13adb8ea577:-58f4
PIGMA - Part des actifs 25-54 ans / actifs 15-64 ans en 2009,FeatureTypeInfoImpl-43d64256:13adb8ea577:-19e7,PIGMA - Part des actifs 25-54 ans / actifs 15-64 ans en 2009,FeatureTypeInfoImpl-43d64256:13adb8ea577:-19e7
PIGMA - Part des actifs 55-64 ans / actifs 15-64 ans en 2009,FeatureTypeInfoImpl-43d64256:13adb8ea577:-21aa,PIGMA - Part des actifs 55-64 ans / actifs 15-64 ans en 2009,FeatureTypeInfoImpl-43d64256:13adb8ea577:-21aa
PIGMA - Croissance de la population par commune de 1968 à 2008,FeatureTypeInfoImpl-44687cb7:13615ef08a7:317,PIGMA - Croissance de la population par commune de 1968 à 2008,FeatureTypeInfoImpl-44687cb7:13615ef08a7:317
PIGMA - Part des chômeurs de 15-24 ans / 15-64 ans en 2009,FeatureTypeInfoImpl--66b5f798:13ab2251bcf:4cc,PIGMA - Part des chômeurs de 15-24 ans / 15-64 ans en 2009,FeatureTypeInfoImpl--66b5f798:13ab2251bcf:4cc
PIGMA - Part des chômeurs de 25-54 ans / 15-64 ans en 2009,FeatureTypeInfoImpl--66b5f798:13ab2611fca:-66c8,PIGMA - Part des chômeurs de 25-54 ans / 15-64 ans en 2009,FeatureTypeInfoImpl--66b5f798:13ab2611fca:-66c8
PIGMA - Part des chômeurs de 55-64 ans / 15-64 ans en 2009,FeatureTypeInfoImpl--66b5f798:13ab2611fca:-29e1,PIGMA - Part des chômeurs de 55-64 ans / 15-64 ans en 2009,FeatureTypeInfoImpl--66b5f798:13ab2611fca:-29e1
DRAC - Périmètres de protection des monuments historiques (500m),FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7f63,DRAC - Périmètres de protection des monuments historiques (500m),FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7f63
IGN BD TOPO - PAI industriel commercial,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e84,IGN BD TOPO - PAI industriel commercial,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e84
DREAL - Doc urbanisme Nord Medoc (Prescriptions L),FeatureTypeInfoImpl--3b70f1bd:139d81f8018:44b9,DREAL - Doc urbanisme Nord Medoc (Prescriptions L),FeatureTypeInfoImpl--3b70f1bd:139d81f8018:44b9
DREAL - Doc urbanisme Nord Medoc (Prescriptions S),FeatureTypeInfoImpl--3b70f1bd:139d81f8018:44da,DREAL - Doc urbanisme Nord Medoc (Prescriptions S),FeatureTypeInfoImpl--3b70f1bd:139d81f8018:44da
DREAL - Doc urbanisme Nord Medoc (Prescriptions P),FeatureTypeInfoImpl--3b70f1bd:139d81f8018:4480,DREAL - Doc urbanisme Nord Medoc (Prescriptions P),FeatureTypeInfoImpl--3b70f1bd:139d81f8018:4480
DREAL - Trafic comptages CUB de 2010 à 2014,FeatureTypeInfoImpl-69be8d:14eba61c107:3850,DREAL - Trafic comptages CUB de 2010 à 2014,FeatureTypeInfoImpl-69be8d:14eba61c107:3850
DRJSCS  - RES - ERP de type L,FeatureTypeInfoImpl--158b7952:14c4be63ca3:433d,DRJSCS  - RES - ERP de type L,FeatureTypeInfoImpl--158b7952:14c4be63ca3:433d
DREAL - TMJA Trafic de 2011 à 2015 (DREAL),FeatureTypeInfoImpl-69be8d:14ebabec22e:-72c4,DREAL - TMJA Trafic de 2011 à 2015 (DREAL),FeatureTypeInfoImpl-69be8d:14ebabec22e:-72c4
DREAL - TMJA Trafic de 2011 à 2015 en ex-Aquitaine,FeatureTypeInfoImpl-69be8d:14eba561422:-363f,DREAL - TMJA Trafic de 2011 à 2015 en ex-Aquitaine,FeatureTypeInfoImpl-69be8d:14eba561422:-363f
DREAL - TMJM Trafic mensuel 2014 (DREAL),FeatureTypeInfoImpl-69be8d:14ebabec22e:-732a,DREAL - TMJM Trafic mensuel 2014 (DREAL),FeatureTypeInfoImpl-69be8d:14ebabec22e:-732a
EHLG - Aides de la PAC sur le Pays Basque en 2013,FeatureTypeInfoImpl-223d3190:15312d010ee:-2782,EHLG - Aides de la PAC sur le Pays Basque en 2013,FeatureTypeInfoImpl-223d3190:15312d010ee:-2782
ERDF - Appareil de coupure aérien moyenne tension,FeatureTypeInfoImpl--433409c9:133c599c9af:-7cf8,ERDF - Appareil de coupure aérien moyenne tension,FeatureTypeInfoImpl--433409c9:133c599c9af:-7cf8
ERDF - Réseau aérien basse tension (<=400V),FeatureTypeInfoImpl-50da8329:133db20c97a:-7957,ERDF - Réseau aérien basse tension (<=400V),FeatureTypeInfoImpl-50da8329:133db20c97a:-7957
ERDF - Réseau enterré basse tension (<=400V),FeatureTypeInfoImpl-50da8329:133db20c97a:-7953,ERDF - Réseau enterré basse tension (<=400V),FeatureTypeInfoImpl-50da8329:133db20c97a:-7953
FD chasse 33 - Réserves de chasse et de faune sauvage,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7dd8,FD chasse 33 - Réserves de chasse et de faune sauvage,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7dd8
GeoTransfert - Qualité de la détection automatique du trait de côte,FeatureTypeInfoImpl-2245790e:1419c920d26:-39e8,GeoTransfert - Qualité de la détection automatique du trait de côte,FeatureTypeInfoImpl-2245790e:1419c920d26:-39e8
GIP ATGeRi - Région Nouvelle Aquitaine avec masque,FeatureTypeInfoImpl-63980651:14f84653086:-76b3,GIP ATGeRi - Région Nouvelle Aquitaine avec masque,FeatureTypeInfoImpl-63980651:14f84653086:-76b3
IGN BD TOPO -  Bati remarquable,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e48,IGN BD TOPO -  Bati remarquable,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e48
GIP ATGeRi - Surface moyenne annuelle forestière incendiée,FeatureTypeInfoImpl--29686bc1:1502382da06:-3d76,GIP ATGeRi - Surface moyenne annuelle forestière incendiée,FeatureTypeInfoImpl--29686bc1:1502382da06:-3d76
IGN BD TOPO - PAI science enseignement,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e74,IGN BD TOPO - PAI science enseignement,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e74
IGN BD TOPO - PAI zone habitation,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e7e,IGN BD TOPO - PAI zone habitation,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e7e
IGN BD TOPO - Surface eau - Région étendue,FeatureTypeInfoImpl--2c77ddf1:14bdb2da1a3:-17b0,IGN BD TOPO - Surface eau - Région étendue,FeatureTypeInfoImpl--2c77ddf1:14bdb2da1a3:-17b0
IGN BD TOPO -  Surfaces routes,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e28,IGN BD TOPO -  Surfaces routes,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e28
IGN BD TOPO - Terrains de sport (enseignement),FeatureTypeInfoImpl--47a78624:139dea10bac:-700c,IGN BD TOPO - Terrains de sport (enseignement),FeatureTypeInfoImpl--47a78624:139dea10bac:-700c
